date,ftraffic,ltr,rtl,dow,month,s_holid,p_holid,br_mo,br_fr,bweek,fest
2021-01-12,7357.0,,,Tuesday,January,0,0,0,0,0,0
2021-01-13,9062.0,,,Wednesday,January,0,0,0,0,0,0
2021-01-14,9677.0,,,Thursday,January,0,0,0,0,0,0
2021-01-15,9286.0,,,Friday,January,0,0,0,0,0,0
2021-01-16,8277.0,,,Saturday,January,0,0,0,0,0,0
2021-01-17,2347.0,,,Sunday,January,0,0,0,0,0,0
2021-01-18,9082.0,,,Monday,January,0,0,0,0,0,0
2021-01-19,7108.0,,,Tuesday,January,0,0,0,0,0,0
2021-01-20,9235.0,,,Wednesday,January,0,0,0,0,0,0
2021-01-21,9296.0,,,Thursday,January,0,0,0,0,0,0
2021-01-22,8128.0,,,Friday,January,0,0,0,0,0,0
2021-01-23,8768.0,,,Saturday,January,0,0,0,0,0,0
2021-01-24,2152.0,,,Sunday,January,0,0,0,0,0,0
2021-01-25,8241.0,,,Monday,January,0,0,0,0,0,0
2021-01-26,7687.0,,,Tuesday,January,0,0,0,0,0,0
2021-01-27,6593.0,,,Wednesday,January,0,0,0,0,0,0
2021-01-28,3080.0,,,Thursday,January,0,0,0,0,0,0
2021-01-29,5553.0,,,Friday,January,0,0,0,0,0,0
2021-01-30,3693.0,,,Saturday,January,0,0,0,0,0,0
2021-01-31,2147.0,,,Sunday,January,0,0,0,0,0,0
2021-02-01,5316.0,,,Monday,February,0,0,0,0,0,0
2021-02-02,6101.0,,,Tuesday,February,0,0,0,0,0,0
2021-02-03,4216.0,,,Wednesday,February,0,0,0,0,0,0
2021-02-04,7613.0,,,Thursday,February,0,0,0,0,0,0
2021-02-05,5127.0,,,Friday,February,0,0,0,0,0,0
2021-02-06,5006.0,,,Saturday,February,0,0,0,0,0,0
2021-02-07,1766.0,,,Sunday,February,0,0,0,0,0,0
2021-02-08,4708.0,,,Monday,February,0,0,0,0,0,0
2021-02-09,4655.0,,,Tuesday,February,0,0,0,0,0,0
2021-02-10,4400.0,,,Wednesday,February,0,0,0,0,0,0
2021-02-11,5401.0,,,Thursday,February,0,0,0,0,0,0
2021-02-12,6185.0,,,Friday,February,0,0,0,0,0,0
2021-02-13,6273.0,,,Saturday,February,0,0,0,0,0,0
2021-02-14,2263.0,,,Sunday,February,0,0,0,0,0,0
2021-02-15,5756.0,,,Monday,February,0,0,0,0,0,0
2021-02-16,6335.0,,,Tuesday,February,0,0,0,0,0,0
2021-02-17,6855.0,,,Wednesday,February,0,0,0,0,0,0
2021-02-18,7163.0,,,Thursday,February,0,0,0,0,0,0
2021-02-19,8024.0,,,Friday,February,0,0,0,0,0,0
2021-02-20,9138.0,,,Saturday,February,0,0,0,0,0,0
2021-02-21,4670.0,,,Sunday,February,0,0,0,0,0,0
2021-02-22,6624.0,,,Monday,February,0,0,0,0,0,0
2021-02-23,7490.0,,,Tuesday,February,0,0,0,0,0,0
2021-02-24,6923.0,,,Wednesday,February,0,0,0,0,0,0
2021-02-25,7693.0,,,Thursday,February,0,0,0,0,0,0
2021-02-26,7134.0,,,Friday,February,0,0,0,0,0,0
2021-02-27,8494.0,,,Saturday,February,0,0,0,0,0,0
2021-02-28,3631.0,,,Sunday,February,0,0,0,0,0,0
2021-03-01,7232.0,,,Monday,March,0,0,0,0,0,0
2021-03-02,6752.0,,,Tuesday,March,0,0,0,0,0,0
2021-03-03,7212.0,,,Wednesday,March,0,0,0,0,0,0
2021-03-04,6680.0,,,Thursday,March,0,0,0,0,0,0
2021-03-05,9442.0,,,Friday,March,0,0,0,0,0,0
2021-03-06,13954.0,,,Saturday,March,0,0,0,0,0,0
2021-03-07,5867.0,,,Sunday,March,0,0,0,0,0,0
2021-03-08,24616.0,,,Monday,March,0,0,0,0,0,0
2021-03-09,25431.0,,,Tuesday,March,0,0,0,0,0,0
2021-03-10,25504.0,,,Wednesday,March,0,0,0,0,0,0
2021-03-11,20431.0,,,Thursday,March,0,0,0,0,0,0
2021-03-12,29323.0,,,Friday,March,0,0,0,0,0,0
2021-03-13,28241.0,,,Saturday,March,0,0,0,0,0,0
2021-03-14,4248.0,,,Sunday,March,0,0,0,0,0,0
2021-03-15,15410.0,,,Monday,March,0,0,0,0,0,0
2021-03-16,16513.0,,,Tuesday,March,0,0,0,0,0,0
2021-03-17,15911.0,,,Wednesday,March,0,0,0,0,0,0
2021-03-18,16647.0,,,Thursday,March,0,0,0,0,0,0
2021-03-19,16754.0,,,Friday,March,0,0,0,0,0,0
2021-03-20,21273.0,,,Saturday,March,0,0,0,0,0,0
2021-03-21,3906.0,,,Sunday,March,0,0,0,0,0,0
2021-03-22,16251.0,,,Monday,March,0,0,0,0,0,0
2021-03-23,15907.0,,,Tuesday,March,0,0,0,0,0,0
2021-03-24,18301.0,,,Wednesday,March,0,0,0,0,0,0
2021-03-25,17603.0,,,Thursday,March,0,0,0,0,0,0
2021-03-26,19892.0,,,Friday,March,0,0,0,0,0,0
2021-03-27,18395.0,,,Saturday,March,0,0,0,0,0,0
2021-03-28,5308.0,,,Sunday,March,0,0,0,0,0,0
2021-03-29,20334.0,,,Monday,March,1,0,0,0,0,0
2021-03-30,21468.0,,,Tuesday,March,1,0,0,0,0,0
2021-03-31,21728.0,,,Wednesday,March,1,0,0,0,0,0
2021-04-01,22018.0,,,Thursday,April,1,0,0,0,0,0
2021-04-02,4755.0,,,Friday,April,1,1,0,0,0,0
2021-04-03,22173.0,,,Saturday,April,1,0,0,0,0,0
2021-04-04,4019.0,,,Sunday,April,1,0,0,0,0,0
2021-04-05,2410.0,,,Monday,April,1,1,0,0,0,0
2021-04-06,17407.0,,,Tuesday,April,1,0,0,0,0,0
2021-04-07,16117.0,,,Wednesday,April,1,0,0,0,0,0
2021-04-08,19524.0,,,Thursday,April,1,0,0,0,0,0
2021-04-09,21653.0,,,Friday,April,1,0,0,0,0,0
2021-04-10,20957.0,,,Saturday,April,1,0,0,0,0,0
2021-04-11,5761.0,,,Sunday,April,0,0,0,0,0,0
2021-04-12,16189.0,,,Monday,April,0,0,0,0,0,0
2021-04-13,17747.0,,,Tuesday,April,0,0,0,0,0,0
2021-04-14,12136.0,,,Wednesday,April,0,0,0,0,0,0
2021-04-15,12973.0,,,Thursday,April,0,0,0,0,0,0
2021-04-16,12927.0,,,Friday,April,0,0,0,0,0,0
2021-04-17,13680.0,,,Saturday,April,0,0,0,0,0,0
2021-04-18,4527.0,,,Sunday,April,0,0,0,0,0,0
2021-04-19,11726.0,,,Monday,April,0,0,0,0,0,0
2021-04-20,13105.0,,,Tuesday,April,0,0,0,0,0,0
2021-04-21,12480.0,,,Wednesday,April,0,0,0,0,0,0
2021-04-22,13822.0,,,Thursday,April,0,0,0,0,0,0
2021-04-23,15137.0,,,Friday,April,0,0,0,0,0,0
2021-04-24,14182.0,,,Saturday,April,0,0,0,0,0,0
2021-04-25,6205.0,,,Sunday,April,0,0,0,0,0,0
2021-04-26,12168.0,,,Monday,April,0,0,0,0,0,0
2021-04-27,12535.0,,,Tuesday,April,0,0,0,0,0,0
2021-04-28,12543.0,,,Wednesday,April,0,0,0,0,0,0
2021-04-29,11567.0,,,Thursday,April,0,0,0,0,0,0
2021-04-30,15314.0,,,Friday,April,0,0,0,0,0,0
2021-05-01,5716.0,,,Saturday,May,0,1,0,0,0,0
2021-05-02,5211.0,,,Sunday,May,0,0,0,0,0,0
2021-05-03,15831.0,,,Monday,May,0,0,0,0,0,0
2021-05-04,12533.0,,,Tuesday,May,0,0,0,0,0,0
2021-05-05,13273.0,,,Wednesday,May,0,0,0,0,0,0
2021-05-06,11449.0,,,Thursday,May,0,0,0,0,0,0
2021-05-07,16441.0,,,Friday,May,0,0,0,0,0,0
2021-05-08,21193.0,,,Saturday,May,0,0,0,0,0,0
2021-05-09,6840.0,,,Sunday,May,0,0,0,0,0,0
2021-05-10,16219.0,,,Monday,May,0,0,0,0,0,0
2021-05-11,18497.0,,,Tuesday,May,0,0,0,0,0,0
2021-05-12,20847.0,,,Wednesday,May,0,0,0,0,0,0
2021-05-13,6016.0,,,Thursday,May,0,1,0,0,0,0
2021-05-14,32875.0,,,Friday,May,0,0,0,1,0,0
2021-05-15,29733.0,,,Saturday,May,0,0,0,0,0,0
2021-05-16,6555.0,,,Sunday,May,0,0,0,0,0,0
2021-05-17,18630.0,,,Monday,May,0,0,0,0,0,0
2021-05-18,22234.0,,,Tuesday,May,0,0,0,0,0,0
2021-05-19,21660.0,,,Wednesday,May,0,0,0,0,0,0
2021-05-20,22764.0,,,Thursday,May,0,0,0,0,0,0
2021-05-21,25247.0,,,Friday,May,0,0,0,0,0,0
2021-05-22,34747.0,,,Saturday,May,0,0,0,0,0,0
2021-05-23,8585.0,,,Sunday,May,0,0,0,0,0,0
2021-05-24,10261.0,,,Monday,May,0,1,0,0,0,0
2021-05-25,26034.0,,,Tuesday,May,1,0,0,0,0,0
2021-05-26,24554.0,,,Wednesday,May,1,0,0,0,0,0
2021-05-27,23849.0,,,Thursday,May,1,0,0,0,0,0
2021-05-28,29231.0,,,Friday,May,1,0,0,0,0,0
2021-05-29,35705.0,,,Saturday,May,1,0,0,0,0,0
2021-05-30,10041.0,,,Sunday,May,1,0,0,0,0,0
2021-05-31,29793.0,,,Monday,May,1,0,0,0,0,0
2021-06-01,32481.0,,,Tuesday,June,1,0,0,0,0,0
2021-06-02,30307.0,,,Wednesday,June,1,0,0,0,0,0
2021-06-03,9606.0,,,Thursday,June,1,1,0,0,0,0
2021-06-04,38029.0,,,Friday,June,1,0,0,1,0,0
2021-06-05,36691.0,,,Saturday,June,0,0,0,0,0,0
2021-06-06,6099.0,,,Sunday,June,0,0,0,0,0,0
2021-06-07,24780.0,,,Monday,June,0,0,0,0,0,0
2021-06-08,24190.0,,,Tuesday,June,0,0,0,0,0,0
2021-06-09,23145.0,,,Wednesday,June,0,0,0,0,0,0
2021-06-10,25461.0,,,Thursday,June,0,0,0,0,0,0
2021-06-11,28563.0,,,Friday,June,0,0,0,0,0,0
2021-06-12,37821.0,,,Saturday,June,0,0,0,0,0,0
2021-06-13,8280.0,,,Sunday,June,0,0,0,0,0,0
2021-06-14,24581.0,,,Monday,June,0,0,0,0,0,0
2021-06-15,23573.0,,,Tuesday,June,0,0,0,0,0,0
2021-06-16,22149.0,,,Wednesday,June,0,0,0,0,0,0
2021-06-17,21480.0,,,Thursday,June,0,0,0,0,0,0
2021-06-18,23771.0,,,Friday,June,0,0,0,0,0,0
2021-06-19,28004.0,,,Saturday,June,0,0,0,0,0,0
2021-06-20,6862.0,,,Sunday,June,0,0,0,0,0,0
2021-06-21,23611.0,,,Monday,June,0,0,0,0,0,0
2021-06-22,20429.0,,,Tuesday,June,0,0,0,0,0,0
2021-06-23,23991.0,,,Wednesday,June,0,0,0,0,0,0
2021-06-24,20768.0,,,Thursday,June,0,0,0,0,0,0
2021-06-25,27790.0,,,Friday,June,0,0,0,0,0,0
2021-06-26,33490.0,,,Saturday,June,0,0,0,0,0,0
2021-06-27,9765.0,,,Sunday,June,0,0,0,0,0,0
2021-06-28,20912.0,,,Monday,June,0,0,0,0,0,0
2021-06-29,18701.0,,,Tuesday,June,0,0,0,0,0,0
2021-06-30,22015.0,,,Wednesday,June,0,0,0,0,0,0
2021-07-01,23977.0,,,Thursday,July,0,0,0,0,0,0
2021-07-02,28853.0,,,Friday,July,0,0,0,0,0,0
2021-07-03,34818.0,,,Saturday,July,0,0,0,0,0,0
2021-07-04,7373.0,,,Sunday,July,0,0,0,0,0,0
2021-07-05,23797.0,,,Monday,July,0,0,0,0,0,0
2021-07-06,21272.0,,,Tuesday,July,0,0,0,0,0,0
2021-07-07,24651.0,,,Wednesday,July,0,0,0,0,0,0
2021-07-08,23108.0,,,Thursday,July,0,0,0,0,0,0
2021-07-09,18339.0,,,Friday,July,0,0,0,0,0,0
2021-07-10,37049.0,,,Saturday,July,0,0,0,0,0,0
2021-07-11,7672.0,,,Sunday,July,0,0,0,0,0,0
2021-07-12,25216.0,,,Monday,July,0,0,0,0,0,0
2021-07-13,19692.0,,,Tuesday,July,0,0,0,0,0,0
2021-07-14,20609.0,,,Wednesday,July,0,0,0,0,0,0
2021-07-15,25804.0,,,Thursday,July,0,0,0,0,0,0
2021-07-16,29000.0,,,Friday,July,0,0,0,0,0,0
2021-07-17,36530.0,,,Saturday,July,0,0,0,0,0,0
2021-07-18,9237.0,,,Sunday,July,0,0,0,0,0,0
2021-07-19,25339.0,,,Monday,July,0,0,0,0,0,0
2021-07-20,25924.0,,,Tuesday,July,0,0,0,0,0,0
2021-07-21,25054.0,,,Wednesday,July,0,0,0,0,0,0
2021-07-22,25800.0,,,Thursday,July,0,0,0,0,0,0
2021-07-23,26953.0,,,Friday,July,0,0,0,0,0,0
2021-07-24,33544.0,,,Saturday,July,0,0,0,0,0,0
2021-07-25,8022.0,,,Sunday,July,0,0,0,0,0,0
2021-07-26,26261.0,,,Monday,July,0,0,0,0,0,0
2021-07-27,29116.0,,,Tuesday,July,0,0,0,0,0,0
2021-07-28,27573.0,,,Wednesday,July,0,0,0,0,0,0
2021-07-29,31738.0,,,Thursday,July,0,0,0,0,0,0
2021-07-30,30833.0,,,Friday,July,1,0,0,0,0,0
2021-07-31,35781.0,,,Saturday,July,1,0,0,0,0,0
2021-08-01,8184.0,,,Sunday,August,1,0,0,0,0,0
2021-08-02,28382.0,,,Monday,August,1,0,0,0,0,0
2021-08-03,27152.0,,,Tuesday,August,1,0,0,0,0,0
2021-08-04,28550.0,,,Wednesday,August,1,0,0,0,0,0
2021-08-05,23529.0,,,Thursday,August,1,0,0,0,0,0
2021-08-06,26974.0,,,Friday,August,1,0,0,0,0,0
2021-08-07,28994.0,,,Saturday,August,1,0,0,0,0,0
2021-08-08,8565.0,,,Sunday,August,1,0,0,0,0,0
2021-08-09,28469.0,,,Monday,August,1,0,0,0,0,0
2021-08-10,27781.0,,,Tuesday,August,1,0,0,0,0,0
2021-08-11,25712.0,,,Wednesday,August,1,0,0,0,0,0
2021-08-12,24979.0,,,Thursday,August,1,0,0,0,0,0
2021-08-13,24840.0,,,Friday,August,1,0,0,0,0,0
2021-08-14,27760.0,,,Saturday,August,1,0,0,0,0,0
2021-08-15,7037.0,,,Sunday,August,1,1,0,0,0,0
2021-08-16,25245.0,,,Monday,August,1,0,0,0,0,0
2021-08-17,26949.0,,,Tuesday,August,1,0,0,0,0,0
2021-08-18,26237.0,,,Wednesday,August,1,0,0,0,0,0
2021-08-19,26390.0,,,Thursday,August,1,0,0,0,0,0
2021-08-20,26306.0,,,Friday,August,1,0,0,0,0,0
2021-08-21,28070.0,,,Saturday,August,1,0,0,0,0,0
2021-08-22,5532.0,,,Sunday,August,1,0,0,0,0,0
2021-08-23,24525.0,,,Monday,August,1,0,0,0,0,0
2021-08-24,26199.0,,,Tuesday,August,1,0,0,0,0,0
2021-08-25,27463.0,,,Wednesday,August,1,0,0,0,0,0
2021-08-26,24672.0,,,Thursday,August,1,0,0,0,0,0
2021-08-27,25642.0,,,Friday,August,1,0,0,0,0,0
2021-08-28,28204.0,,,Saturday,August,1,0,0,0,0,0
2021-08-29,4443.0,,,Sunday,August,1,0,0,0,0,0
2021-08-30,25306.0,,,Monday,August,1,0,0,0,0,0
2021-08-31,26909.0,,,Tuesday,August,1,0,0,0,0,0
2021-09-01,26466.0,,,Wednesday,September,1,0,0,0,0,0
2021-09-02,25524.0,,,Thursday,September,1,0,0,0,0,0
2021-09-03,25650.0,,,Friday,September,1,0,0,0,0,0
2021-09-04,29938.0,,,Saturday,September,1,0,0,0,0,0
2021-09-05,7457.0,,,Sunday,September,1,0,0,0,0,0
2021-09-06,24547.0,,,Monday,September,1,0,0,0,0,0
2021-09-07,24830.0,,,Tuesday,September,1,0,0,0,0,0
2021-09-08,23957.0,,,Wednesday,September,1,0,0,0,0,0
2021-09-09,25316.0,,,Thursday,September,1,0,0,0,0,0
2021-09-10,27747.0,,,Friday,September,1,0,0,0,0,1
2021-09-11,34314.0,,,Saturday,September,1,0,0,0,0,1
2021-09-12,8668.0,,,Sunday,September,1,0,0,0,0,1
2021-09-13,28828.0,,,Monday,September,1,0,0,0,0,0
2021-09-14,24965.0,,,Tuesday,September,0,0,0,0,0,0
2021-09-15,22330.0,,,Wednesday,September,0,0,0,0,0,0
2021-09-16,25931.0,,,Thursday,September,0,0,0,0,0,0
2021-09-17,29298.0,,,Friday,September,0,0,0,0,0,0
2021-09-18,38724.0,,,Saturday,September,0,0,0,0,0,0
2021-09-19,8106.0,,,Sunday,September,0,0,0,0,0,0
2021-09-20,25248.0,,,Monday,September,0,0,0,0,0,0
2021-09-21,25071.0,,,Tuesday,September,0,0,0,0,0,0
2021-09-22,24711.0,,,Wednesday,September,0,0,0,0,0,0
2021-09-23,25762.0,,,Thursday,September,0,0,0,0,0,0
2021-09-24,31286.0,,,Friday,September,0,0,0,0,0,0
2021-09-25,38908.0,,,Saturday,September,0,0,0,0,0,0
2021-09-26,8226.0,,,Sunday,September,0,0,0,0,0,0
2021-09-27,22446.0,,,Monday,September,0,0,0,0,0,0
2021-09-28,23556.0,,,Tuesday,September,0,0,0,0,0,0
2021-09-29,24155.0,,,Wednesday,September,0,0,0,0,0,0
2021-09-30,27033.0,,,Thursday,September,0,0,0,0,0,0
2021-10-01,32671.0,,,Friday,October,0,0,0,0,0,0
2021-10-02,43051.0,,,Saturday,October,0,0,0,0,0,0
2021-10-03,7842.0,,,Sunday,October,0,1,0,0,0,0
2021-10-04,21244.0,,,Monday,October,0,0,0,0,0,0
2021-10-05,23997.0,,,Tuesday,October,0,0,0,0,0,0
2021-10-06,24540.0,,,Wednesday,October,0,0,0,0,0,0
2021-10-07,26577.0,,,Thursday,October,0,0,0,0,0,0
2021-10-08,32608.0,,,Friday,October,0,0,0,0,0,0
2021-10-09,44110.0,,,Saturday,October,0,0,0,0,0,0
2021-10-10,9657.0,,,Sunday,October,0,0,0,0,0,0
2021-10-11,24603.0,,,Monday,October,0,0,0,0,0,0
2021-10-12,19756.0,,,Tuesday,October,0,0,0,0,0,0
2021-10-13,25727.0,,,Wednesday,October,0,0,0,0,0,0
2021-10-14,25454.0,,,Thursday,October,0,0,0,0,0,0
2021-10-15,31193.0,,,Friday,October,0,0,0,0,0,0
2021-10-16,41421.0,,,Saturday,October,0,0,0,0,0,0
2021-10-17,8826.0,,,Sunday,October,0,0,0,0,0,0
2021-10-18,25490.0,,,Monday,October,0,0,0,0,0,0
2021-10-19,20843.0,,,Tuesday,October,0,0,0,0,0,0
2021-10-20,23379.0,,,Wednesday,October,0,0,0,0,0,0
2021-10-21,20361.0,,,Thursday,October,0,0,0,0,0,0
2021-10-22,28284.0,,,Friday,October,0,0,0,0,0,0
2021-10-23,38068.0,,,Saturday,October,0,0,0,0,0,0
2021-10-24,9040.0,,,Sunday,October,0,0,0,0,0,0
2021-10-25,23145.0,,,Monday,October,0,0,0,0,0,0
2021-10-26,23173.0,,,Tuesday,October,0,0,0,0,0,0
2021-10-27,24001.0,,,Wednesday,October,0,0,0,0,0,0
2021-10-28,25112.0,,,Thursday,October,0,0,0,0,0,0
2021-10-29,30591.0,,,Friday,October,0,0,0,0,0,0
2021-10-30,36843.0,,,Saturday,October,0,0,0,0,0,1
2021-10-31,29348.0,,,Sunday,October,0,0,0,0,0,1
2021-11-01,7059.0,,,Monday,November,0,1,0,0,0,0
2021-11-02,29186.0,,,Tuesday,November,1,0,0,0,0,0
2021-11-03,27698.0,,,Wednesday,November,1,0,0,0,0,0
2021-11-04,22256.0,,,Thursday,November,1,0,0,0,0,0
2021-11-05,31907.0,,,Friday,November,1,0,0,0,0,0
2021-11-06,36452.0,,,Saturday,November,0,0,0,0,0,0
2021-11-07,7613.0,,,Sunday,November,0,0,0,0,0,0
2021-11-08,21989.0,,,Monday,November,0,0,0,0,0,0
2021-11-09,23884.0,,,Tuesday,November,0,0,0,0,0,0
2021-11-10,21813.0,,,Wednesday,November,0,0,0,0,0,0
2021-11-11,22833.0,,,Thursday,November,0,0,0,0,0,0
2021-11-12,26424.0,,,Friday,November,0,0,0,0,0,0
2021-11-13,29153.0,,,Saturday,November,0,0,0,0,0,0
2021-11-14,8596.0,,,Sunday,November,0,0,0,0,0,0
2021-11-15,21734.0,,,Monday,November,0,0,0,0,0,0
2021-11-16,23359.0,,,Tuesday,November,0,0,0,0,0,0
2021-11-17,24349.0,,,Wednesday,November,1,0,0,0,0,0
2021-11-18,23134.0,,,Thursday,November,0,0,0,0,0,0
2021-11-19,27563.0,,,Friday,November,0,0,0,0,0,0
2021-11-20,35520.0,,,Saturday,November,0,0,0,0,0,0
2021-11-21,6783.0,,,Sunday,November,0,0,0,0,0,0
2021-11-22,19235.0,,,Monday,November,0,0,0,0,1,0
2021-11-23,19936.0,,,Tuesday,November,0,0,0,0,1,0
2021-11-24,24559.0,,,Wednesday,November,0,0,0,0,1,0
2021-11-25,24146.0,,,Thursday,November,0,0,0,0,1,0
2021-11-26,38720.0,,,Friday,November,0,0,0,0,1,0
2021-11-27,37298.0,,,Saturday,November,0,0,0,0,1,0
2021-11-28,6161.0,,,Sunday,November,0,0,0,0,0,0
2021-11-29,22998.0,,,Monday,November,0,0,0,0,0,0
2021-11-30,17610.0,,,Tuesday,November,0,0,0,0,0,0
2021-12-01,24244.0,,,Wednesday,December,0,0,0,0,0,0
2021-12-02,23069.0,,,Thursday,December,0,0,0,0,0,0
2021-12-03,29652.0,,,Friday,December,0,0,0,0,0,0
2021-12-04,30965.0,,,Saturday,December,0,0,0,0,0,0
2021-12-05,6603.0,,,Sunday,December,0,0,0,0,0,0
2021-12-06,26277.0,,,Monday,December,0,0,0,0,0,0
2021-12-07,26751.0,,,Tuesday,December,0,0,0,0,0,0
2021-12-08,23827.0,,,Wednesday,December,0,0,0,0,0,0
2021-12-09,26868.0,,,Thursday,December,0,0,0,0,0,0
2021-12-10,30690.0,,,Friday,December,0,0,0,0,0,0
2021-12-11,40926.0,,,Saturday,December,0,0,0,0,0,0
2021-12-12,6638.0,,,Sunday,December,0,0,0,0,0,0
2021-12-13,27115.0,,,Monday,December,0,0,0,0,0,0
2021-12-14,28004.0,,,Tuesday,December,0,0,0,0,0,0
2021-12-15,29261.0,,,Wednesday,December,0,0,0,0,0,0
2021-12-16,30334.0,,,Thursday,December,0,0,0,0,0,0
2021-12-17,34624.0,,,Friday,December,0,0,0,0,0,0
2021-12-18,44955.0,,,Saturday,December,0,0,0,0,0,0
2021-12-19,6800.0,,,Sunday,December,0,0,0,0,0,0
2021-12-20,36136.0,,,Monday,December,0,0,0,0,0,0
2021-12-21,34013.0,,,Tuesday,December,0,0,0,0,0,0
2021-12-22,34976.0,,,Wednesday,December,0,0,0,0,0,0
2021-12-23,35661.0,,,Thursday,December,0,0,0,0,0,0
2021-12-24,12405.0,,,Friday,December,1,0,0,0,0,0
2021-12-25,2218.0,,,Saturday,December,1,1,0,0,0,0
2021-12-26,3417.0,,,Sunday,December,1,1,0,0,0,0
2021-12-27,31344.0,,,Monday,December,1,0,0,0,0,0
2021-12-28,26484.0,,,Tuesday,December,1,0,0,0,0,0
2021-12-29,32798.0,,,Wednesday,December,1,0,0,0,0,0
2021-12-30,34534.0,,,Thursday,December,1,0,0,0,0,0
2021-12-31,17073.0,,,Friday,December,1,0,0,0,0,0
2022-01-01,5536.0,,,Saturday,January,1,1,0,0,0,0
2022-01-02,6688.0,,,Sunday,January,1,0,0,0,0,0
2022-01-03,27178.0,,,Monday,January,1,0,0,0,0,0
2022-01-04,15441.0,,,Tuesday,January,1,0,0,0,0,0
2022-01-05,29837.0,,,Wednesday,January,1,0,0,0,0,0
2022-01-06,6635.0,,,Thursday,January,1,1,0,0,0,0
2022-01-07,29240.0,,,Friday,January,1,0,0,1,0,0
2022-01-08,29398.0,,,Saturday,January,1,0,0,0,0,0
2022-01-09,4553.0,,,Sunday,January,0,0,0,0,0,0
2022-01-10,19392.0,,,Monday,January,0,0,0,0,0,0
2022-01-11,19163.0,,,Tuesday,January,0,0,0,0,0,0
2022-01-12,19120.0,,,Wednesday,January,0,0,0,0,0,0
2022-01-13,19349.0,,,Thursday,January,0,0,0,0,0,0
2022-01-14,23064.0,,,Friday,January,0,0,0,0,0,0
2022-01-15,30153.0,,,Saturday,January,0,0,0,0,0,0
2022-01-16,5173.0,,,Sunday,January,0,0,0,0,0,0
2022-01-17,18264.0,,,Monday,January,0,0,0,0,0,0
2022-01-18,18863.0,,,Tuesday,January,0,0,0,0,0,0
2022-01-19,18972.0,,,Wednesday,January,0,0,0,0,0,0
2022-01-20,17682.0,,,Thursday,January,0,0,0,0,0,0
2022-01-21,21772.0,,,Friday,January,0,0,0,0,0,0
2022-01-22,32803.0,,,Saturday,January,0,0,0,0,0,0
2022-01-23,6253.0,,,Sunday,January,0,0,0,0,0,0
2022-01-24,18027.0,,,Monday,January,0,0,0,0,0,0
